ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Author-Processed,Book-Publisher-Processed,Book-Title-Processed,Book-Info,Book-Vector,Year-Of-Publication-Group,Year-Of-Publication-Group-Encoded
038076654X,Petals on the River,Kathleen E. Woodiwiss,1997.0,Avon Trade,kathleen woodiwiss,avon trade,petal river,Petals on the River by Kathleen E. Woodiwiss,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380807866,The Elusive Flame,Kathleen E. Woodiwiss,1999.0,Avon,kathleen woodiwiss,avon,elusive flame,The Elusive Flame by Kathleen E. Woodiwiss,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385316895,Legacy of Silence,Belva Plain,1998.0,Bantam Dell Pub Group,belva plain,bantam dell pub group,legacy silence,Legacy of Silence by Belva Plain,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385497466,The Brethren,JOHN GRISHAM,2000.0,Doubleday,john grisham,doubleday,brother,The Brethren by JOHN GRISHAM,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385508042,The King of Torts,John Grisham,2003.0,Doubleday Books,john grisham,doubleday books,king tort,The King of Torts by John Grisham,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003.0,Doubleday,mark haddon,doubleday,curious incident dog night time novel,The Curious Incident of the Dog in the Night-Time : A Novel by MARK HADDON,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385511612,Bleachers,John Grisham,2003.0,Doubleday,john grisham,doubleday,bleacher,Bleachers by John Grisham,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003.0,Delacorte Books for Young Readers,ann brashares,delacorte books for young readers,sisterhood traveling pant,Sisterhood of the Traveling Pants by ANN BRASHARES,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425164403,Only Love (Magical Love),Erich Segal,1998.0,Berkley Publishing Group,erich segal,berkley publishing group,love magical love,Only Love (Magical Love) by Erich Segal,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001.0,Warner Vision,james patterson,warner vision,rose red alex cross novel,Roses Are Red (Alex Cross Novels) by James Patterson,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0446610399,The Rescue,Nicholas Sparks,2001.0,Warner Books,nicholas sparks,warner books,rescue,The Rescue by Nicholas Sparks,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0449006522,Manhattan Hunt Club,JOHN SAUL,2002.0,Ballantine Books,john saul,ballantine books,manhattan hunt club,Manhattan Hunt Club by JOHN SAUL,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996.0,Ballantine Books,lorna landvik,ballantine books,patty jane house curl ballantine reader circle,Patty Jane's House of Curl (Ballantine Reader's Circle) by LORNA LANDVIK,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451162072,Pet Sematary,Stephen King,1994.0,Signet Book,stephen king,signet books,pet sematary,Pet Sematary by Stephen King,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451186648,Silent Snow,Steve Thayer,2000.0,Signet Book,steve thayer,signet books,silent snow,Silent Snow by Steve Thayer,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,tracy chevalier,plume books,girl pearl earring,Girl with a Pearl Earring by Tracy Chevalier,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
051513290X,Summer of Storms,Judith Kelman,2002.0,Jove Books,judith kelman,jove books,summer storm,Summer of Storms by Judith Kelman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553580388,The Patient,Michael Palmer,2001.0,Bantam Books,michael palmer,bantam books,patient,The Patient by Michael Palmer,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0590629719,Clifford's Sports Day,Norman Bridwell,1996.0,Scholastic,norman bridwell,scholastic,clifford sport day,Clifford's Sports Day by Norman Bridwell,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998.0,Pocket,patricia d cornwell,pocket,postmortem kay scarpetta mystery paperback,Postmortem (Kay Scarpetta Mysteries (Paperback)) by Patricia Cornwell,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671027387,Deception Point,Dan Brown,2002.0,Pocket,dan brown,pocket,deception point,Deception Point by Dan Brown,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0684848783,Tis : A Memoir,Frank McCourt,1999.0,Scribner,frank mccourt,scribner,ti memoir,Tis : A Memoir by Frank McCourt,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743486226,Angels & Demons,Dan Brown,2003.0,Atria,dan brown,atria,angel demon,Angels & Demons by Dan Brown,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0786863986,A Monk Swimming,Malachy McCourt,1998.0,Hyperion,malachy mccourt,hyperion,monk swimming,A Monk Swimming by Malachy McCourt,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0804117934,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,1998.0,Ivy Books,anne perry,ivy books,silent cry william monk novel paperback,The Silent Cry (William Monk Novels (Paperback)) by Anne Perry,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,2004.0,Anchor,alexander mccall smith,anchor,kalahari typing school men 1 lady detective agency,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency) by ALEXANDER MCCALL SMITH,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications,jack canfield,health communications inc,chicken soup soul chicken soup soul,Chicken Soup for the Soul (Chicken Soup for the Soul) by Jack Canfield,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996.0,Regan Books,gregory maguire,reganbooks,wicked life time wicked witch west,Wicked: The Life and Times of the Wicked Witch of the West by Gregory Maguire,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0151008116,Life of Pi,Yann Martel,2002.0,Harcourt,yann martel,harcourt,life pi,Life of Pi by Yann Martel,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0375704965,A Judgement in Stone,Ruth Rendell,2000.0,Vintage Books USA,ruth rendell,vintage books usa,judgement stone,A Judgement in Stone by Ruth Rendell,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003.0,Dutton Books,al franken,dutton books,lie lying liar tell fair balanced look right,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right by Al Franken,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0804111359,Secret History,DONNA TARTT,1993.0,Ballantine Books,donna tartt,ballantine books,secret history,Secret History by DONNA TARTT,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996.0,Health Communications,jack canfield,health communications inc,chicken soup woman soul chicken soup soul series paper,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)) by Jack Canfield,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0316782505,The Weight of Water,Anita Shreve,2001.0,"Little, Brown",anita shreve,little brown,weight water,The Weight of Water by Anita Shreve,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,2002.0,HarperTorch,terry pratchett,harpertorch,moving picture discworld novel paperback,Moving Pictures (Discworld Novels (Paperback)) by Terry Pratchett,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060013117,Night Watch,Terry Pratchett,2002.0,HarperCollins,terry pratchett,harpercollins,night watch,Night Watch by Terry Pratchett,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060199563,Thief of Time,Terry Pratchett,2001.0,HarperCollins Publishers,terry pratchett,harpercollins publishers,thief time,Thief of Time by Terry Pratchett,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,2003.0,HarperFestival,j m barrie,harperfestival,peter pan original story peter pan,Peter Pan: The Original Story (Peter Pan) by J. M. Barrie,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,2002.0,HarperTempest,louise rennison,harpertempest,bright side girlfriend sex god confession georgia nicolson,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson by Louise Rennison",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,1994.0,Penguin Books Ltd,jane austen,penguin books ltd,mansfield park penguin popular classic,Mansfield Park (Penguin Popular Classics) by Jane Austen,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,1997.0,St. Martin's Griffin,bernard cornwell,st martins griffin,winter king novel arthur warlord chronicle,The Winter King: A Novel of Arthur (The Warlord Chronicles: I) by Bernard Cornwell,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312890044,Moonheart (Newford),Charles de Lint,1994.0,Orb Books,charles de lint,orb books,moonheart newford,Moonheart (Newford) by Charles de Lint,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,1998.0,Modern Library,oscar wilde,modern library,picture dorian gray modern library paperback,The Picture of Dorian Gray (Modern Library (Paperback)) by OSCAR WILDE,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2002.0,Knopf Books for Young Readers,philip pullman,knopf books for young readers,golden compass dark material book 1,"The Golden Compass (His Dark Materials, Book 1) by PHILIP PULLMAN",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,1997.0,Perennial,sue townsend,perennial,adrian mole diary secret diary adrian mole aged 13 3 4 growing pain adrian mole,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole by Sue Townsend",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0439510112,Born Confused,Tanuja Desai Hidier,2003.0,Push,tanuja desai hidier,push,born confused,Born Confused by Tanuja Desai Hidier,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,2003.0,Dell,sophie kinsella,dell,confession shopaholic,Confessions of a Shopaholic by SOPHIE KINSELLA,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451409256,Making Minty Malone,Isabel Wolff,2000.0,Onyx Books,isabel wolff,onyx books,making minty malone,Making Minty Malone by Isabel Wolff,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0451523415,Little Women (Signet Classic),Louisa May Alcott,1988.0,Signet Classics,louisa may alcott,signet classics,little woman signet classic,Little Women (Signet Classic) by Louisa May Alcott,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0451526279,Emma (Signet Classics (Paperback)),Jane Austen,1996.0,Signet Classics,jane austen,signet classics,emma signet classic paperback,Emma (Signet Classics (Paperback)) by Jane Austen,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451526341,Animal Farm,George Orwell,2004.0,Signet,george orwell,signet,animal farm,Animal Farm by George Orwell,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553280589,Eva Luna,Isabel Allende,1989.0,Bantam Books,isabel allende,bantam books,eva luna,Eva Luna by Isabel Allende,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,1999.0,Faber Faber Inc,barbara kingsolver,faber faber inc,poisonwood bible edition uk,Poisonwood Bible Edition Uk by Barbara Kingsolver,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0679751343,Angels & Insects : Two Novellas,A.S. BYATT,1994.0,Vintage,a s byatt,vintage,angel insect two novella,Angels & Insects : Two Novellas by A.S. BYATT,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0684833395,Catch 22,Joseph Heller,1996.0,Simon & Schuster,joseph l heller,simon schuster,catch 22,Catch 22 by Joseph Heller,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,2002.0,DC Comics,alan moore,dc comics,league extraordinary gentleman vol 1,"The League of Extraordinary Gentlemen, Vol. 1 by Alan Moore",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
156971620X,Harlequin Valentine,Neil Gaiman,2002.0,Dark Horse Comics,neil gaiman,dark horse comics,harlequin valentine,Harlequin Valentine by Neil Gaiman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0374270325,A Man in Full,Tom Wolfe,1998.0,Farrar Straus & Giroux,tom wolfe,farrar straus and giroux,man full,A Man in Full by Tom Wolfe,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0375719180,The Miracle Life of Edgar Mint: A Novel,Brady Udall,2002.0,Vintage Books USA,brady udall,vintage books usa,miracle life edgar mint novel,The Miracle Life of Edgar Mint: A Novel by Brady Udall,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440235502,October Sky: A Memoir,Homer Hickam,1999.0,Dell,homer hickam,dell,october sky memoir,October Sky: A Memoir by Homer Hickam,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
044023722X,A Painted House,John Grisham,2001.0,Dell Publishing Company,john grisham,dell publishing company,painted house,A Painted House by John Grisham,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1573225487,The Romance Reader,Pearl Abraham,1996.0,Riverhead Books,pearl abraham,riverhead books,romance reader,The Romance Reader by Pearl Abraham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1853260673,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy,1997.0,NTC/Contemporary Publishing Company,thomas hardy,ntc contemporary publishing company,far madding crowd wordsworth classic,Far from the Madding Crowd (Wordsworth Classics) by Thomas Hardy,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1999.0,Perennial,sebastian junger,perennial,perfect storm true story men sea,The Perfect Storm : A True Story of Men Against the Sea by Sebastian Junger,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345391691,The Battle for God,Karen Armstrong,2001.0,Ballantine Books,karen armstrong,ballantine books,battle god,The Battle for God by Karen Armstrong,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553278746,The Postman (Bantam Classics),David Brin,1990.0,Spectra Books,david brin,spectra books,postman bantam classic,The Postman (Bantam Classics) by David Brin,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0972044205,The Breach,Brian Kaufman,2002.0,Last Knight Pub Co,brian kaufman,last knight pub co,breach,The Breach by Brian Kaufman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0312963009,Neanderthal: A Novel,John Darnton,1997.0,St. Martin's Press,john darnton,st martins press,neanderthal novel,Neanderthal: A Novel by John Darnton,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345435869,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,DAVID EDDINGS,1999.0,Del Rey,david eddings,del rey,rivan codex ancient text belgariad malloreon,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON by DAVID EDDINGS,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380728729,Babyhood,Paul Reiser,1998.0,Avon,paul reiser,avon,babyhood,Babyhood by Paul Reiser,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0449912302,Dave Barry in Cyberspace,Dave Barry,1997.0,Ballantine Books,dave barry,ballantine books,dave barry cyberspace,Dave Barry in Cyberspace by Dave Barry,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0812541642,Waiting,Frank M. Robinson,2000.0,Tor Books,frank m robinson,tor books,waiting,Waiting by Frank M. Robinson,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,1994.0,Dover Publications,mary wollstonecraft shelley,dover publications,frankenstein dover thrift edition,Frankenstein (Dover Thrift Editions) by Mary Wollstonecraft Shelley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0684193957,ALL THAT REMAINS,Patricia Cornwell,1992.0,Scribner,patricia d cornwell,scribner,remains,ALL THAT REMAINS by Patricia Cornwell,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0345371984,Last Chance to See,Douglas Adams,1992.0,Ballantine Books,douglas adams,ballantine books,last chance see,Last Chance to See by Douglas Adams,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998.0,Perennial,a manette ansay,perennial,vinegar hill oprah book club paperback,Vinegar Hill (Oprah's Book Club (Paperback)) by A. Manette Ansay,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1573228737,Affinity,Sarah Waters,2002.0,Riverhead Books,sarah waters,riverhead books,affinity,Affinity by Sarah Waters,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
9681500555,Diario de Ana Frank,Anne Frank,2000.0,"Editores Mexicanos Unidos, S.A.",anne frank,editores mexicanos unidos s a,diario de ana frank,Diario de Ana Frank by Anne Frank,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0452283914,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters",Greg Palast,2003.0,Plume Books,greg palast,plume books,best democracy money buy truth corporate con globalization high finance fraudsters,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization and High-Finance Fraudsters by Greg Palast",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0425120279,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group,tom clancy,berkley publishing group,hunt red october,The Hunt for Red October by Tom Clancy,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380728273,Liberty Falling (Anna Pigeon Mysteries (Paperback)),Nevada Barr,2000.0,Avon,nevada barr,avon,liberty falling anna pigeon mystery paperback,Liberty Falling (Anna Pigeon Mysteries (Paperback)) by Nevada Barr,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
8433914545,El Palacio de La Luna,Paul Auster,1996.0,Anagrama,paul auster,anagrama,el palacio de la luna,El Palacio de La Luna by Paul Auster,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446606197,Killer Market (Deborah Knott Mysteries (Paperback)),Margaret Maron,1999.0,Warner Books,margaret maron,warner books,killer market deborah knott mystery paperback,Killer Market (Deborah Knott Mysteries (Paperback)) by Margaret Maron,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
3596214629,"Herr Der Fliegen (Fiction, Poetry and Drama)",Golding,1996.0,Fischer Taschenbuch Verlag GmbH,golding,fischer taschenbuch verlag gmbh,herr der fliegen fiction poetry drama,"Herr Der Fliegen (Fiction, Poetry and Drama) by Golding",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060188731,Bel Canto,Ann Patchett,2001.0,HarperCollins Publishers,ann patchett,harpercollins publishers,bel canto,Bel Canto by Ann Patchett,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140374248,James and the Giant Peach,Roald Dahl,2000.0,Penguin USA (Paper),roald dahl,penguin usa paper,james giant peach,James and the Giant Peach by Roald Dahl,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0142001740,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,sue monk kidd,penguin books,secret life bee,The Secret Life of Bees by Sue Monk Kidd,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0312995423,Digital Fortress : A Thriller,Dan Brown,2003.0,St. Martin's Press,dan brown,st martins press,digital fortress thriller,Digital Fortress : A Thriller by Dan Brown,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380704587,The Ladies of Missalonghi,Colleen McCullough,1988.0,Avon,colleen mccullough,avon,lady missalonghi,The Ladies of Missalonghi by Colleen McCullough,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0380815923,Blackberry Wine : A Novel,Joanne Harris,2001.0,Perennial,joanne harris,perennial,blackberry wine novel,Blackberry Wine : A Novel by Joanne Harris,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385416342,The Firm,John Grisham,1991.0,Doubleday Books,john grisham,doubleday books,firm,The Firm by John Grisham,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
