ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
031286583X,song kali,dan simmons,1998.0,tor book
0618219064,wind done gone novel,alice randall,2002.0,mariner book
3442353939,knochenarbeit,kathy reich,2001.0,goldmann
0312289871,robert ludlum paris option covert one novel covert one novel,robert ludlum,2002.0,st martin griffin
0399143130,earth oprah book club hardcover,alice hoffman,1997.0,putnam pub group
0316955132,marjorie morningstar,herman wouk,1992.0,back bay book
0312303491,chili queen novel,sandra dallas,2002.0,st martin press
1558744142,condensed chicken soup soul chicken soup soul series paper,jack canfield,1996.0,health communication inc
0767907809,bookend,jane green,2002.0,broadway book
0380978725,blackberry wine novel,joanne harris,2000.0,william morrow company
0375413901,quake story,haruki murakami,2002.0,alfred knopf
0743216393,three plum one one money two dough three get deadly,janet evanovich,2001.0,scribner
1573221856,high maintenance,jennifer belle,2001.0,riverhead hardcover
0525946020,grace,jane robert wood,2001.0,dutton book
1573221880,best friend,martha moody,2001.0,riverhead book
0805053883,polar bear polar bear hear,bill martin jr,1997.0,henry holt co byr
1588454770,little mermaid,vincent douglas,2001.0,mcgraw hill child publishing
0061057363,ruin x file,kevin j anderson,1997.0,harperentertainment
0192833545,wuthering height oxford world classic,emily bronte,1998.0,oxford university press
185984412X,new ruler world,john pilger,2003.0,verso
067174559X,klingon dictionary star trek,marc okrand,1992.0,star trek
0064409945,thief always,clive barker,2002.0,harpertrophy
0345390059,imperfect spy kate fansler novel paperback,amanda cross,1996.0,ballantine book
0140116109,swimming pool library,alan hollinghurst,1989.0,penguin putnam trade
0062545035,circle quiet,madeleine l engle,1984.0,harpersanfrancisco
0380731592,balance power novel,james w huston,1999.0,avon
1567310079,siddhartha,hermann hesse,1997.0,mjf book
0804108692,life road,charles kuralt,1991.0,ivy book
0679722017,selected poetry rainer maria rilke,rainer maria rilke,1989.0,vintage
0515097128,band confession groupie,pamela de barres,1991.0,jove book
0553279289,dog,farley mowat,1984.0,starfire
0345421256,alpine nemesis,mary daheim,2001.0,fawcett book
0446353337,deed disturber,elizabeth peter,1994.0,warner book
0922066728,time kill,john grisham,1992.0,dell publishing
0671701258,ruling passion,judith michael,1991.0,pocket
0345433475,irresistible conrad voort novel hardcover,ethan black,2000.0,ballantine book
0515084891,year,lavyrle spencer,1995.0,jove book
051512298X,stone angel kathleen mallory novel paperback,carol connell,1998.0,jove book
1551663015,lightkeeper,susan wiggs,1997.0,mira
0451409892,phantom waltz,catherine anderson,2001.0,onyx book
0671670069,guardian angel,julie garwood,1990.0,pocket
0399144412,reef,nora robert,1998.0,putnam pub group
0553801228,summer light,luanne rice,2001.0,bantam book
0671870998,wedding,julie garwood,1996.0,pocket book
0671034014,mercy,julie garwood,2001.0,atrium
1551664917,charm school,susan wiggs,1999.0,mira
0440217067,enslaved,virginia henley,1998.0,island
0380799375,baby love,catherine anderson,1999.0,avon
0843950498,dark melody,christine feehan,2003.0,leisure book
0515136824,wild rain,christine feehan,2004.0,jove book
0671747150,fancy pant,susan elizabeth phillips,1991.0,pocket
0553213393,inferno bantam classic,dante,1982.0,bantam classic
0380812525,ritual proof,dara joy,2002.0,harpertorch
0373218435,untamed,nora robert,2003.0,silhouette
0373218427,day,nora robert,2003.0,silhouette
0553099604,thin dark line,tami hoag,1997.0,bantam
000617616X,close quarter,gerald seymour,1988.0,harpercollins publisher
0552996424,swimming pool sunday,madeleine wickham,1997.0,corgi book
0688168256,keeping faith novel,jodi picoult,1999.0,william morrow
0517207346,live neurotic cat,stephen baker,1999.0,gramercy
0380977303,partner crime,j jance,2002.0,william morrow
0345440013,funeral blue william monk novel hardcover,anne perry,2001.0,ballantine book
0812548418,flying piece,dean ing,1998.0,tor book
0671676296,heaven prisoner dave robicheaux mystery paperback,james lee burke,1989.0,pocket
067102731X,every dead thing,john connolly,2000.0,pocket
0804115419,blood money,thomas perry,2002.0,ballantine book
0743204840,jolie blon bounce novel,james lee burke,2002.0,simon schuster
0399146180,mcnally folly archy mcnally novel,vincent lardo,2000.0,putnam publishing group
0671039970,broken wing broken wing,v c andrew,2003.0,pocket star
0590457594,princess nevermore point fantasy,dian curtis regan,1997.0,scholastic u
3462033360,der vogel ist ein rabe,benjamin lebert,2003.0,kiepenheuer witsch
0553264567,perfect spy,john lecarre,1990.0,bantam
0373218451,navy blue,debbie macomber,2003.0,silhouette
0061010251,death bloodhound red bloodhound paperback,virginia lanier,1996.0,harpertorch
0671600613,wounded sky,diane duane,1985.0,star trek
0821762982,beneath blood red moon zebra romantic suspense,shannon drake,1999.0,zebra book
0425172929,every man tiger,tom clancy,2000.0,berkley publishing group
0786889632,hearse different color hitchcock sewell mystery paperback,tim cockey,2002.0,hyperion
0060198702,murder boogie elvis,anne george,2001.0,william morrow company
0385307756,copper beech,maeve binchy,1992.0,bantam dell pub group
0805029222,good samaritan strike,"patrick mcmanus, patrick r mcmanus, patrick j mcmanus",1993.0,owl book ny
1576734641,gift people,max lucado,1999.0,multnomah publisher inc
0553095161,silent treatment,michael palmer,1995.0,bantam dell pub group
044050757X,first quit job one work driven couple got road new life,marilyn j abraham,1997.0,dell publishing company
0679760849,crossing border trilogy v 2,cormac mccarthy,1995.0,vintage
0345427653,star war episode 1 phantom menace,terry brook,1999.0,del rey book
0671689762,mountain laurel,jude deveraux,1991.0,pocket
0671621963,maiden,jude deveraux,1988.0,pocket
067081458X,eye dragon,stephen king,1987.0,viking book
0822596709,girl owned city young adult fiction,nelson,1995.0,runestone press
0671740679,dalva contemporary classic washington square press,kim harrison,1991.0,washington square press
0553264990,bant spec last breed,louis l amour,1987.0,bantam book
0670846503,gerald game,stephen king,1992.0,penguin putnam childrens hc
3453108574,die kammer,john grisham,1996.0,heyne
1551667517,forbidden fruit mira,erica spindler,2003.0,mira
0380711966,tim,colleen mccullough,1990.0,avon
0192834029,middlemarch oxford world classic,george eliot,1998.0,oxford university press
0743442237,simple gift four heartwarming christmas story,judith mcnaught,2001.0,pocket book
051512947X,upon dream,nora robert,2000.0,jove book
8420428655,ensayo sobre la ceguera,jose saramago,1996.0,alfaguara ediciones spain
8437600898,el tunel,ernesto sabato,1983.0,ediciones catedra
0887308813,dogbert top secret management handbook,scott adam,1997.0,harperbusiness
8420478407,el cuento de la isla desconocida,jose saramago,1998.0,alfaguara ediciones spain
0671013955,house card star trek new frontier 1,peter david,1997.0,star trek
055380250X,taking koontz dean,dean r koontz,2004.0,bantam
0373285000,captivated silhouette single title,nora robert,2004.0,silhouette
0330341634,daughter cain,colin dexter,1995.0,macmillan pub ltd
0060391480,microserfs,douglas coupland,1995.0,harpercollins
1556619340,another homecoming,janette oke,1997.0,bethany house publisher
0451210980,bachelorette 1,jennifer l connell,2003.0,new american library
0345452704,dying please,linda howard,2002.0,ballantine book
0395933463,married communist,philip roth,1998.0,houghton mifflin co
0380813041,got ta get next,lynn emery,2001.0,harpertorch
0060502290,chance love avon romance,beverly jenkins,2002.0,avon
0843950641,virile viking cartoon cover,sandra hill,2003.0,leisure book
0060009012,lost son life pursuit justice,bernard b kerik,2001.0,regan book
0517702967,third twin novel,ken follett,1996.0,random house inc
0756400589,take thief novel valdemar,mercedes lackey,2002.0,daw book
0553572148,wicked,susan johnson,1997.0,bantam book
0821775286,sundown,amanda ashley,2003.0,zebra book
0553583557,lord thousand night,madeline hunter,2002.0,bantam book
0425140601,forever night,linda lael miller,1993.0,berkley publishing group
038080803X,touch wicked avon romantic treasure,connie mason,2002.0,avon
0425181995,secret wolf,susan krinard,2001.0,berkley publishing group
0843948264,wild one secret fire,elaine barbieri,2001.0,leisure book
0843944560,pirate,connie mason,1998.0,leisure book
0553578677,legendary lover st john dura,susan johnson,2000.0,bantam book
0553563327,thief heart,teresa medeiros,1994.0,bantam
0061087122,master seduction,kinley macgregor,2000.0,avon
0553583549,protector,madeline hunter,2001.0,bantam
0061091995,sacrament,clive barker,1997.0,harpertorch
0345414942,foggy mountain breakdown story,sharyn mccrumb,1998.0,ballantine book
0441785654,steel beach,john varley,1993.0,ace book
0140430024,middlemarch,george eliot,1987.0,penguin book
0892967714,body bathhouse,lindsey davis,2002.0,mysterious press
1573228184,cigarette girl,carol wolper,2000.0,riverhead book
006096975X,bart simpson guide life wee handbook perplexed,matt groening,1993.0,perennial
0671687948,hotel new hampshire hotel new hampshire,john irving,1989.0,pocket
0060175907,aphrodite memoir sens,isabel allende,1998.0,harpercollins
0743411374,say novel,elizabeth berg,2004.0,washington square press
0689842589,place never meant original story censored writer,judy blume,2001.0,simon pulse
0152164561,mary bloody mary young royal book,carolyn meyer,2001.0,gulliver book paperback
0590228625,cruel war civil war diary emma simpson gordonsville virginia 1864 dear america,barry denenberg,1996.0,scholastic u
0590134620,standing light captive diary catharine carey logan dear america,mary pope osborne,1998.0,scholastic u
0688084885,memory midnight,sidney sheldon,1990.0,william morrow
0671606387,petal wind dollanger saga paperback,v c andrew,1985.0,pocket
0449224147,nightmare pink travis mcgee mystery paperback,john macdonald,1996.0,fawcett book
0679459618,dr death novel,jonathan kellerman,2000.0,random house trade
0064473619,wish,gail carson levine,2001.0,harpertrophy
0312969023,ultimate rush,joe quirk,1999.0,st martin press
1573228516,black girl paris,shay youngblood,2001.0,riverhead book
0671797999,meditation road,scott peck,1993.0,touchstone
1576731235,front porch tale,phil gulley,1997.0,multnomah
1551668114,thursday eight,debbie macomber,2001.0,mira
0670032131,quality life report,meghan daum,2003.0,viking book
0778320448,shop blossom street,debbie macomber,2004.0,mira
0380730405,rebecca,daphne du maurier,2001.0,perennial
0425179826,mineral palace,heidi julavits,2001.0,berkley publishing group
0515124524,hot chocolate,forster,1999.0,jove book
082175758X,vega heat,fern michael,1997.0,zebra book
0525946969,last promise,richard paul evans,2002.0,dutton book
0373078358,secret star star mithra harlequin silhouette intimate moment 835,nora robert,1998.0,silhouette
0373835280,forever always,lori foster,2002.0,harlequin
078601489X,dearly beloved,wendy corsi staub,2003.0,pinnacle book
0373227043,marching order men mission,delores fossen,2003.0,harlequin
0373218257,love design,nora robert,2003.0,silhouette book
0451199693,burnt bone,michael slade,2000.0,signet book
0316911488,know love gossip girl novel,cecily von ziegesar,2002.0,little brown
0743464451,song reader,lisa tucker,2003.0,downtown press
0061020400,fifth elephant novel discworld,terry pratchett,2001.0,harpertorch
0373835515,impetuous,lori foster,2003.0,harlequin
0060083255,tie bind novel,phillip margolin,2004.0,harpertorch
155166920X,desperado,diana palmer,2002.0,mira
0671003593,angel emily,jude deveraux,1998.0,pocket
0373225822,amanda child harlequin intrigue 582,rebecca york,2000.0,harlequin
0440129737,golden surrender,heather graham,1996.0,dell publishing company
1551666596,sanctuary,helen r myers,2003.0,mira
0743444264,stranger night,linda howard,2002.0,pocket
0373613695,family secret pyramid lie,anne marie winston,2003.0,silhouette
0373613687,enemy mind,maggie shayne,2003.0,silhouette
0373272839,letter kelly,suzanne brockmann,2003.0,silhouette
0451203585,dragon bride,jo beverley,2001.0,signet book
0373288700,justin bride harlequin historical 270,susan mallery,1995.0,harlequin
0380808307,imagine,susan elizabeth phillips,2001.0,avon
0451408829,trespass novel murder television,bill reilly,1999.0,onyx book
0373272901,baby mission mom squad,marie ferrarella,2003.0,silhouette
0743442717,gothic christmas holiday classic,christine feehan,2002.0,pocket
0515124206,mad jack,catherine coulter,1999.0,jove book
0786889004,dixie city jam,james lee burke,1995.0,hyperion
0060092661,one kiss,christina dodd,2003.0,avon
0505525097,aphrodite secret,julie kenner,2003.0,love spell
0373835760,men courage,donna kauffman,2003.0,harlequin
0385334842,unfit practice,perry shaughnessy,2002.0,delacorte press
0451524942,midsummer night dream signet classic,william shakspeare,1990.0,signet classic
0380805707,secret love cynster novel,stephanie laurens,2000.0,avon
0380800268,arm,rosemary rogers,1999.0,avon
0842355715,finding god lord ring,kurt bruner,2001.0,tyndale house putlishers
0425193071,murder ice figure skating mystery,alina adam,2003.0,berkley publishing group
0786890037,silent joe,jefferson parker,2002.0,hyperion
0743456645,one baby novel,tony parson,2004.0,atrium
0425180026,innkeeping murder lighthouse inn mystery,tim myers,2001.0,prime crime
0804115435,pursuit,thomas perry,2003.0,ballantine book
0684846713,holding novel,anne faulk,1998.0,simon schuster
0749396660,island day,umberto eco,1996.0,minerva
0330484907,give ten second,john sergeant,2002.0,pan macmillan
0140174923,art fiction illustrated classic modern text,david lodge,1994.0,penguin book
0380750252,rain,norma fox mazer,1987.0,harpertrophy
0394551907,old book obsolete child,dr seuss,1986.0,random house p
1569472025,moab washpot autobiography,stephen fry,2000.0,soho press
0671532855,amrita,banana yoshimoto,1998.0,washington square press
0671898264,np,banana yoshimoto,1995.0,washington square press
0385317018,pack two intricate bond people dog,caroline knapp,1999.0,delta
038080624X,dream brother life music jeff tim buckley,david browne,2002.0,perennial current
0679444920,paris moon,adam gopnik,2000.0,random house trade
0679442588,shoutin,rick bragg,1997.0,pantheon book
0767902831,bella tuscany sweet life italy,france mayes,1999.0,broadway book
0609809512,year van nuys,sandra tsing loh,2002.0,three river press ca
0020811853,postcard,e annie proulx,1993.0,scribner paper fiction
0312955901,china trade bill smith lydia chin novel,j rozan,1995.0,st martin paperback
0140620648,adventure huckleberry finn penguin popular classic,mark twain,1994.0,penguin book ltd
0140057463,far go,david lodge,1981.0,penguin book ltd
067972463X,autobiography alice b toklas,gertrude stein,1990.0,vintage book usa
0385324081,thin red line,james jones,1998.0,delta
0767904435,die combat zone box ship home,tim brien,1999.0,broadway
0397001517,kill mockingbird,harper lee,1960.0,harpercollins
014027166X,riven rock,coraghessan boyle,1999.0,penguin book
0140131671,east east contemporary american fiction,coraghessan boyle,1991.0,penguin book
0060938080,bad blood memoir,lorna sage,2003.0,perennial
0393311147,sacred hunger norton paperback fiction,barry unsworth,1993.0,w w norton company
0060533986,growing pain adrian mole,sue townsend,2003.0,harpertempest
0380780496,brazzaville beach,william boyd,1995.0,perennial
0140167188,road wellville,coraghessan boyle,1994.0,penguin book
0679772685,hitler willing executioner ordinary german holocaust,daniel jonah goldhagen,1997.0,vintage book usa
0449911810,earthly possession,anne tyler,1996.0,ballantine book
0393319504,voyage narwhal novel,andrea barrett,1999.0,w w norton company
0060929375,pilgrim novel,timothy findley,2001.0,perennial
185326217X,man property forsyte saga,j galsworthy,2001.0,lb may assoc inc
1853262226,chancery,john galsworthy,1999.0,lb may assoc inc
0451185897,outbreak novel,robert tine,1995.0,signet book
0312850093,eye world book one wheel time wheel time,robert jordan,1990.0,tor book
0553117459,honourable schoolboy,john lecarre,1992.5,bantam doubleday dell
0929239571,utmost highest updated edition today language,oswald chamber,1992.0,discovery house publisher
0385471483,como agua para chocolate,laura esquivel,1994.0,anchor
0312981961,close,mary jane clark,2002.0,st martin paperback
0812568710,01 01 00 novel millennium,r j pineiro,1999.0,tor book mm
0312965788,creature great small,james herriot,1998.0,st martin press
1558743804,3rd serving chicken soup soul chicken soup soul,jack canfield,1996.0,hci
0812575989,bishop west wing blackie ryan,andrew greeley,2003.0,forge book
078686169X,girl grandmother face celebration life,france weaver,1996.0,hyperion press
0312312431,like prettier confession tarnished southern belle,celia rivenbark,2004.0,st martin press
078688813X,cosbyology essay observation doctor comedy,bill cosby,2002.0,hyperion
0523422377,v,c crispin,1984.0,st martin pr mm
0899193099,cold sassy tree,olive ann burn,1984.0,houghton mifflin co
044651506X,plum island,nelson demille,1997.0,warner book
0440471478,pushcart war,jan merrill,1987.0,yearling
0375800387,junie b jones almost flower girl junie b jones 13 paper,barbara parker,1999.0,random house childrens book
0515123471,10 lb penalty,dick francis,1998.0,jove book
0345384202,tituba black witch salem,maryse conde,1994.0,ballantine book
0316955124,stop carnival novel,herman wouk,1992.0,back bay book
0345360400,changeling sea,patricia mckillip,1989.0,del rey book
156282015X,disney winnie pooh zzzz,ferguson,1992.0,disney pr
0860686736,singin swingin gettin merry like chr,maya angelou,1994.0,virago press limited
0345394402,dave barry home black hole,dave barry,1995.0,ballantine book
3596220831,die gerettete zunge geschichte einer jug,elia canetti,1996.0,fischer taschenbuch verlag gmbh
0553256157,know caged bird sings,maya angelou,1971.0,bantam book
0380805901,beloved,karen ranney,1999.0,avon
0843952180,darkfall,stephen law,2003.0,leisure book
0553580957,known dead novel,donald harstad,2000.0,bantam book
031227856X,life ha ha hee hee,meera syal,2001.0,picador usa
1865084182,water underneath,kate lyon,2001.0,allen unwin australia pty ltd
0061053538,trust one official guide x file vol 2,brian lowry,1996.0,harperentertainment
0440999049,zia,scott odell,1987.0,laurel leaf book
0140316728,hating alison ashley puffin book,robin klein,1985.0,penguin usa p
0886777712,king dragon crown star paperback,kate elliott,1998.0,daw book
0590437151,escape warsaw original title silver sword,ian serralier,1990.0,scholastic u
0140062254,fortunate life,albert b facey,1982.0,penguin book ltd
0316284610,unwanted memoir childhood,kien nguyen,2002.0,back bay book
061328125X,virgin suicide,jeffrey eugenides,2000.0,sagebrush bound
0064402010,great gilly hopkins,katherine paterson,2004.0,harpertrophy
0740718371,looking mr right,bradley trevor greive,2001.0,andrew mcmeel publishing
0140434011,kidnapped penguin classic,robert louis stevenson,1995.0,penguin book
0451457765,tigana,guy gavriel kay,1999.0,roc
006100717X,twist tale,jeffrey archer,1994.0,harpertorch
0812550285,crown sword wheel time book 7,robert jordan,1997.0,tor fantasy
0886778077,spirit fox daw book collector 1105,mickey zucker reichert,2000.0,daw book
0330351923,house fire,andrea ashworth,2001.0,pan book ltd
0142002712,miss julia throw wedding,ann b ross,2003.0,penguin book
0140039589,watership,richard adam,1974.0,penguin book
0515138096,mind game,christine feehan,2004.0,jove book
0345463927,dead wrong,mariah stewart,2004.0,ballantine book
0440241006,persuader,lee child,2004.0,dell
0696209268,craft decorate home,mary engelbreit,1999.0,meredith book
0373691025,guy thing wrong bed,c myers,2002.0,harlequin
0373711263,ordinary child,darlene graham,2003.0,harlequin
0373441622,catch keep maid dishonor,hannah bernard,2003.0,harlequin
3455024998,der regenmacher,john grisham,1996.0,hoffmann campe
0375507787,nothing impossible reflection new life,christopher reeve,2002.0,random house p
0446323527,taste death,p james,1996.0,warner book
0894801406,official preppy handbook,lisa birnbach,1980.0,workman publishing
0440223555,dress die mandy dyer mystery mandy dyer mystery,dolores johnson,1998.0,dell publishing company
0440235634,murder bertram bower dell mystery,cynthia peale,2002.0,dell
0451200551,murder small town honey scumble river mystery scumble river mystery paperback,denise swanson,2000.0,signet book
006250925X,woman encyclopedia myth secret,barbara g walker,1983.0,harpersanfrancisco
0345347226,bitter medicine,sara paretsky,1990.0,ballantine book
0345342763,raise healthy child spite doctor,robert mendelsohn,1990.0,ballantine book
1573240109,uppity woman ancient time,vicki leon,1995.0,conari press
0553102338,walking mercury,starhawk,1997.0,bantam
0446608165,walk fire,marcia muller,2000.0,warner book
0670910236,priestess avalon,marion zimmer bradley,2001.0,viking book
0892966890,listen silence sharon mccone mystery hardcover,marcia muller,2000.0,mysterious press
0064405451,betsy great world betsy tacy book,maud hart lovelace,1996.0,harpertrophy
006440546X,betsy joe betsy tacy,maud hart lovelace,1995.0,harpertrophy
0064401111,betsy spite harper trophy book,maud h lovelace,1994.0,harpertrophy
0553579215,legend sorcerer,donna kauffman,2000.0,bantam book
0515114499,wyndham legacy,catherine coulter,1994.0,jove book
0440226015,mistress,mary balogh,2001.0,dell
0373483554,lilah suzanna calhoun woman,nora robert,1998.0,silhouette
0425185419,edge,lynn erickson,2002.0,berkley publishing group
0515118397,stardust yesterday haunted heart,lynn kurland,1996.0,berkley pub group mm
067173783X,lion lady,julie garwood,1991.0,pocket
0316288292,day tomorrow,allan folsom,1994.0,little brown co
0486290301,metamorphosis story dover thrift edition,franz kafka,1996.0,dover publication
0590405489,royal pain,ellen conford,1986.0,scholastic u
1841952753,happiness,ferguson,2002.0,canongate book
0895948710,ghost spirit hauntings,patricia telesco,1999.0,crossing press
0888994168,breadwinner,deborah elli,2001.0,groundwood book
3257062621,sachen signora brunetti der achte fall,donna leon,2000.0,diogenes verlag z rich
3499227339,olympisches feuer,liza marklund,2001.0,rowohlt tb
3442720621,geschehnisse wasser,kerstin ekman,1997.0,btb
3442726247,der zweite mord,helene tursten,2001.0,btb
3453024370,schrei der nacht psycho thriller,mary higgins clark,1987.0,heyne
0451180739,burglar chooser onyx mystery,lawrence block,1995.0,onyx book
0440328810,giovanni room,james baldwin,1985.0,dell publishing company
0312956738,knot cross detective john rebus novel,ian rankin,1995.0,st martin press
0590023764,kid became president,dan gutman,1999.0,scholastic u
0440977096,secret garden,francis hodgson burnett,1989.0,laurel leaf
0671041622,power three,constance burge,1999.0,simon spotlight entertainment
0515091383,captain brotherhood war brotherhood war,w e b griffin,1994.0,jove book
0345374762,secret pilgrim,john lecarre,1992.0,ballantine book
0515090204,beret brotherhood war book v,w e b griffin,1991.0,jove book
068816711X,music torching,home,1999.0,harpercollins childrens book
0345435729,morgawr voyage jerle shannara book 3,terry brook,2002.0,del rey book
0312316933,red hat club,haywood smith,2003.0,st martin press
0525946772,sorry true story stand guy,joe pantoliano,2002.0,dutton book
0375400605,father dancing,bliss broyard,1999.0,knopf
0671601172,veil secret war cia 1981 1987,bob woodward,1987.0,smithmark pub
0553265997,pigman legacy,paul zindel,1984.0,bantam
1576734749,story woman heart,alice gray,1999.0,multnomah
0517000164,personality cat,brandt aymar,1993.0,random house value pub
1558745033,chicken soup christian soul chicken soup soul,jack canfield,1997.0,health communication inc
0140092315,happy,garrison keillor,1986.0,select penguin
0688006663,walk west walk across america 2,peter jenkins,1981.0,william morrow company
0688034276,walk across america,peter jenkins,1979.0,harpercollins
0140180907,heart darkness penguin classic,joseph conrad,1994.0,penguin usa p
0451523350,crime punishment washington square enriched classic,fyodor dostoyevsky,1996.0,signet classic
1557483159,screwtape letter,c lewis,1992.0,spring arbor distributor
0590988492,wanted,caroline b cooney,1997.0,scholastic u
0553111337,flag father hero iwo jima,james bradley,2000.0,bantam
0345436822,meeting luciano ballantine reader circle,anna esaki smith,2000.0,ballantine book
0671884271,black betty featuring original easy rawlins short story gator green easy rawlins mystery paperback,walter mosley,1995.0,pocket
0451202724,murder sweet old lady,denise swanson,2001.0,signet book
042513329X,seventh commandment,lawrence sander,1994.0,berkley publishing group
0425157547,drink devil,jack higgins,1997.0,berkley publishing group
0446606782,midnight clear,katherine stone,1999.0,warner book
0743419154,fire inside,kat martin,2002.0,pocket
0380814862,black dawn,stern,2001.0,harpertorch
0061090530,death penalty novel,william j coughlin,1993.0,harper mass market paperback mm
0515090212,lieutenant,w e b griffin,1991.0,jove book
0452281032,mammy,brendan carroll,1999.0,plume book
0679728872,lost lady vintage classic,willa cather,1990.0,vintage book usa
0451190157,legacy,stephen w frey,1999.0,onyx book
1573229334,losing gemma,katy gardner,2002.0,riverhead book
0553574027,antarctica,kim stanley robinson,1999.0,bantam
0743435338,diplomatic immunity,lois mcmaster bujold,2002.0,baen
0312044194,september,rosamunde pilcher,1990.0,st martin pr
0312957572,seventh scroll,wilbur smith,1996.0,st martin press
0671413570,mirror crackd,agatha christie,1981.0,pocket
0375506179,big cherry holler,adriana trigiani,2001.0,random house p
0020449313,yearling scribner classic,marjorie kinnan rawlings,1988.0,simon pulse
1551667908,carriage house,carla neggers,2001.0,mira
0553581406,clue puzzle lady puzzle lady mystery paperback,parnell hall,2000.0,bantam
0451205774,stranger paradise carson spring novel book 1,eileen goudge,2002.0,signet book
0312961731,murder appian way dead letter mystery,steven saylor,1997.0,st martin press
006103102X,murder boogie elvis,anne george,2002.0,avon
1551668904,honor bound,sandra brown,2002.0,mira book
0380895366,wild heart avon romance,virginia henley,1985.0,avon
0553104136,class,sandra brown,1999.0,bantam dell pub group
0440241057,slightly wicked get connected romance,mary balogh,2003.0,dell publishing company
0425158624,silent melody,mary balogh,1997.0,berkley publishing group
0440217008,enticed,virginia henley,1998.0,dell publishing company
0380400308,love wild fair,bertrice small,1978.0,avon
0671743791,maiden,jude deveraux,1991.0,pocket
0743437128,wild orchid novel,jude deveraux,2003.0,atrium book
044017161X,raven rose,virginia henley,1987.0,dell
0449004848,seduction,nicole jordan,2000.0,ivy book
0060507365,stranger marry,lisa kleypas,2002.0,avon book
0375758623,piano shop left bank discovering forgotten passion paris atelier,thaddeus carhart,2002.0,random house trade
0743419170,secret way,kat martin,2003.0,pocket star
0440237238,edge justice,clinton mckinzie,2003.0,dell publishing company
1558749330,chicken soup nurse soul 101 story celebrate honor inspire nursing profession,jack canfield,2001.0,health communication inc
0440209633,one wore blue,heather graham,1991.0,dell publishing company
0671743856,wish,jude deveraux,1991.0,pocket
0345332636,short history small place,r pearson,1991.0,ballantine book
0060170190,big storm knocked novel,laurie colwin,1993.0,harpercollins
037376488X,heart cowboy,charlene sand,2003.0,silhouette
0380763664,new complete joy home brewing,charlie papazian,1991.0,harperresource
031284879X,daughter forest sevenwaters trilogy,juliet marillier,2000.0,tor book
0440207290,look behind,lois duncan,1990.0,laurel leaf
0515132292,wild,lori foster,2002.0,jove book
0553582194,unsigned booklover mystery booklover mystery,julie kaewert,2001.0,crimeline
0671826859,ghost sty,unknown,1980.0,pocket
0060806583,jeeves morning perennial library,p g wodehouse,1983.0,harper row
014008505X,cocktail time,pelham grenville wodehouse,1991.0,penguin book
0399144331,trouble paradise jesse stone novel hardcover,robert parker,1998.0,putnam pub group
0671624415,postcard edge,carrie fisher,1987.0,smithmark pub
0679423869,love norma loquendi,william safire,1994.0,random house inc
0375706135,one road outback adventure,tony horwitz,1999.0,vintage book usa
1853262013,diary nobody,g grossmith,1999.0,lb may assoc inc
002089130X,death dying,kubler elisabeth ross,1970.0,simon schuster
068484611X,tearing silence german america,ursula hegi,1998.0,touchstone
0312302487,character rain novel,amelie nothomb,2003.0,st martin press
0679762655,thousand crane,yasunari kawabata,1996.0,vintage book usa
0446519650,duct tape baby true tale sensible suggestion veteran pediatrician,norman weinberger,1997.0,warner book
0449908186,italian neighbor lapsed anglo saxon verona,tim park,1993.0,ballantine book
0670043001,pickup,nadine gordimer,2001.0,farrar straus giroux byr
0140234012,quantity theory insanity,self,1996.0,penguin putnam trade
0330375466,,jon ronson,2001.0,picador
0553802747,hot ice,nora robert,2002.0,bantam
0345428706,force heretic remnant star war new jedi order book 15,sean williams,2003.0,del rey book
0812575423,dooon mode,pier anthony,2002.0,tor science fiction
3499129604,st rmische begegnung roman,rosamunde pilcher,1992.0,rowohlt tb
0345434250,nimisha ship,anne mccaffrey,2000.0,del rey book
0312977433,let whisper ear,mary jane clark,2001.0,st martin paperback
0886775027,blood trail,tanya huff,1997.0,daw book
0886774713,blood price daw book collector,tanya huff,1993.0,daw book
0671578413,rule engagement,elizabeth moon,1999.0,baen
0671878719,hero,elizabeth moon,1998.0,baen
1558749705,chicken soup traveler soul story adventure inspiration insight celebrate spirit travel,jack canfield,2002.0,health communication inc
0375400370,evening,susan minot,1998.0,alfred knopf
068483751X,actual life,abigail thomas,1997.0,touchstone
0425178889,evan elle constable evan evans mystery paperback,rhys bowen,2001.0,berkley publishing group
0380773775,angel among u,fearheiley,1993.0,avon
0380763400,,elizabeth lowell,1992.0,avon
0345327225,mister god anna,fynn,1996.0,ballantine book
0451181425,manhattan murder murder wrote paperback,jessica fletcher,1994.0,signet book
0743444469,letter emily,camron wright,2002.0,atrium
0688178502,like true story,cynthia kaplan,2002.0,william morrow company
0684848961,chocolate woman heart 77 story love kindness compassion nourish soul sweeten yo,kay allenbaugh,1998.0,fireside
037387216X,promise forever,marta perry,2003.0,steeple hill
0373872194,love inspired heaven know,jillian hart,2003.0,steeple hill
0373872135,blessing heart love inspired,valerie hansen,2003.0,steeple hill
0373872127,courage dream,margaret daley,2003.0,steeple hill
0345425537,hunger moon ballantine reader circle,suzanne matson,1999.0,ballantine book
0156027607,solaris,stanislaw lem,2002.0,harvest book
0345425588,sugar buster cut sugar trim fat,h leighton steward,1998.0,b book stocked
